Search interest in same sex marriage by city on 6/26,,,,
"All values indexed to 100, where 100 is the max search interest",,,,
City,State,Country,Indexed Search Interest,Time in EST
Woburn,Massachusetts,United States,6.3,12:17 PM
Mission Viejo,California,United States,6.3,12:17 PM
Haddonfield,New Jersey,United States,6.3,12:17 PM
Carolina Forest,South Carolina,United States,6.3,12:17 PM
Corvallis,Oregon,United States,6.3,12:17 PM
Vancouver,Washington,United States,6.3,12:17 PM
Aurora,Illinois,United States,6.3,12:17 PM
Newark,Ohio,United States,6.3,12:17 PM
Longmeadow,Massachusetts,United States,6.3,12:17 PM
Roanoke,Virginia,United States,6.3,12:17 PM
Cypress,California,United States,6.3,12:17 PM
Goshen,California,United States,6.3,12:17 PM
Southgate,Michigan,United States,6.3,12:17 PM
Livermore,California,United States,6.3,12:17 PM
Farmers Branch,Texas,United States,6.3,12:17 PM
Merrick,New York,United States,6.3,12:17 PM
Ithaca,New York,United States,6.3,12:17 PM
Mountain View,California,United States,6.3,12:17 PM
Huntington Beach,California,United States,6.3,12:17 PM
Roswell,Georgia,United States,6.3,12:17 PM
Harrisonburg,Virginia,United States,6.3,12:17 PM
Flower Mound,Texas,United States,6.3,12:17 PM
East Brunswick,New Jersey,United States,4.7,12:17 PM
Walnut Creek,California,United States,4.7,12:17 PM
Columbia,South Carolina,United States,4.7,12:17 PM
Midland,Texas,United States,4.7,12:17 PM
Stamford,Connecticut,United States,4.7,12:17 PM
Bay Lake,Florida,United States,4.7,12:17 PM
Erie,Pennsylvania,United States,4.7,12:17 PM
Bellevue,Washington,United States,4.7,12:17 PM
Overland Park,Kansas,United States,4.2,12:17 PM
Hyattsville,Maryland,United States,4.2,12:17 PM
Tallahassee,Florida,United States,4.2,12:17 PM
Readington Township,New Jersey,United States,3.1,12:17 PM
Anderson,Indiana,United States,3.1,12:17 PM
Live Oak,California,United States,3.1,12:17 PM
Norcross,Georgia,United States,3.1,12:17 PM
Dunedin,Florida,United States,3.1,12:17 PM
Blue Ash,Ohio,United States,3.1,12:17 PM
Plainsboro Township,New Jersey,United States,3.1,12:17 PM
Pike Creek,Delaware,United States,3.1,12:17 PM
Holland,Michigan,United States,3.1,12:17 PM
Port St. Lucie,Florida,United States,3.1,12:17 PM
Palm Beach Gardens,Florida,United States,3.1,12:17 PM
Beaumont,Texas,United States,3.1,12:17 PM
Hannibal,Missouri,United States,3.1,12:17 PM
Clover,South Carolina,United States,3.1,12:17 PM
Chester,Pennsylvania,United States,3.1,12:17 PM
Juneau,Alaska,United States,3.1,12:17 PM
Gainesville,Florida,United States,3.1,12:17 PM
Manhattan Beach,California,United States,3.1,12:17 PM
Winston-Salem,North Carolina,United States,3.1,12:17 PM
Gilroy,California,United States,3.1,12:17 PM
St. Peters,Missouri,United States,3.1,12:17 PM
Bakersfield,California,United States,3.1,12:17 PM
Sunnyvale,California,United States,3.1,12:17 PM
Lutherville-Timonium,Maryland,United States,3.1,12:17 PM
Edmond,Oklahoma,United States,3.1,12:17 PM
Santa Rosa,California,United States,3.1,12:17 PM
Kent,Ohio,United States,3.1,12:17 PM
DeSoto,Texas,United States,3.1,12:17 PM
Antioch,California,United States,3.1,12:17 PM
Creve Coeur,Missouri,United States,3.1,12:17 PM
Statesboro,Georgia,United States,3.1,12:17 PM
Mountain House,California,United States,3.1,12:17 PM
Springfield Township,New Jersey,United States,3.1,12:17 PM
Topeka,Kansas,United States,3.1,12:17 PM
South Jordan,Utah,United States,3.1,12:17 PM
Grapevine,Texas,United States,3.1,12:17 PM
Fairfield,Connecticut,United States,3.1,12:17 PM
Lima,Ohio,United States,3.1,12:17 PM
Point MacKenzie,Alaska,United States,3.1,12:17 PM
La Grange,Kentucky,United States,3.1,12:17 PM
North Versailles,Pennsylvania,United States,3.1,12:17 PM
Moss Bluff,Louisiana,United States,3.1,12:17 PM
Slidell,Louisiana,United States,3.1,12:17 PM
Augusta,Georgia,United States,3.1,12:17 PM
Boca Raton,Florida,United States,3.1,12:17 PM
Ames,Iowa,United States,3.1,12:17 PM
Valdosta,Georgia,United States,3.1,12:17 PM
League City,Texas,United States,3.1,12:17 PM
Mount Vernon,Ohio,United States,3.1,12:17 PM
North Richland Hills,Texas,United States,3.1,12:17 PM
Stockbridge,Georgia,United States,3.1,12:17 PM
Concord,California,United States,3.1,12:17 PM
Fair Lawn,New Jersey,United States,3.1,12:17 PM
Harpswell,Maine,United States,3.1,12:17 PM
Marysville,Ohio,United States,3.1,12:17 PM
Halfway,Missouri,United States,3.1,12:17 PM
Seaford,New York,United States,3.1,12:17 PM
Charleston,West Virginia,United States,3.1,12:17 PM
Belmont,Massachusetts,United States,3.1,12:17 PM
Bethlehem,Pennsylvania,United States,3.1,12:17 PM
Logan,Utah,United States,3.1,12:17 PM
Suisun City,California,United States,3.1,12:17 PM
Hot Springs,Arkansas,United States,3.1,12:17 PM
Columbus,Georgia,United States,3.1,12:17 PM
Green,Ohio,United States,3.1,12:17 PM
Wheaton,Illinois,United States,3.1,12:17 PM
Pittston,Pennsylvania,United States,3.1,12:17 PM
Crestline,California,United States,3.1,12:17 PM
The Woodlands,Texas,United States,3.1,12:17 PM
Ocean City,New Jersey,United States,3.1,12:17 PM
Sayreville,New Jersey,United States,3.1,12:17 PM
Howell,Michigan,United States,3.1,12:17 PM
Danville,Indiana,United States,3.1,12:17 PM
Royersford,Pennsylvania,United States,3.1,12:17 PM
Everett,Washington,United States,3.1,12:17 PM
Canonsburg,Pennsylvania,United States,3.1,12:17 PM
Cookeville,Tennessee,United States,3.1,12:17 PM
Hattiesburg,Mississippi,United States,3.1,12:17 PM
Clayton,Missouri,United States,3.1,12:17 PM
White City,Oregon,United States,3.1,12:17 PM
Alhambra,California,United States,3.1,12:17 PM
Lutz,Florida,United States,3.1,12:17 PM
Shoreview,Minnesota,United States,3.1,12:17 PM
Norwalk,Connecticut,United States,3.1,12:17 PM
Brea,California,United States,3.1,12:17 PM
Holly Hill,Florida,United States,3.1,12:17 PM
Fort Collins,Colorado,United States,3.1,12:17 PM
London,Kentucky,United States,3.1,12:17 PM
Minetto,New York,United States,3.1,12:17 PM
Leander,Texas,United States,3.1,12:17 PM
Mesa,Arizona,United States,3.1,12:17 PM
Corpus Christi,Texas,United States,3.1,12:17 PM
Austin,Texas,United States,3.1,12:17 PM
Roseville,California,United States,3.1,12:17 PM
Naperville,Illinois,United States,3.1,12:17 PM
Lexington,Kentucky,United States,3.1,12:17 PM
Charlottesville,Virginia,United States,3.1,12:17 PM
Smyrna,Georgia,United States,3.1,12:17 PM
Lewisville,Texas,United States,3.1,12:17 PM
Chandler,Arizona,United States,3.1,12:17 PM
Joplin,Missouri,United States,3.1,12:17 PM
Tinley Park,Illinois,United States,3.1,12:17 PM
New Haven,Connecticut,United States,3.1,12:17 PM
New Orleans,Louisiana,United States,3.1,12:17 PM
Shreveport,Louisiana,United States,3.1,12:17 PM
Salisbury,North Carolina,United States,3.1,12:17 PM
Louisville,Kentucky,United States,2.6,12:17 PM
Bridgewater,New Jersey,United States,2.5,12:17 PM
Saint Cloud,Minnesota,United States,2.5,12:17 PM
Irving,Texas,United States,2.3,12:17 PM
Troy,Michigan,United States,2.3,12:17 PM
Des Moines,Iowa,United States,2.3,12:17 PM
Durham,North Carolina,United States,2.3,12:17 PM
Beckett Ridge,Ohio,United States,2.3,12:17 PM
Columbus,Ohio,United States,2.3,12:17 PM
Yonkers,New York,United States,2.2,12:17 PM
Albuquerque,New Mexico,United States,2.2,12:17 PM
Omaha,Nebraska,United States,2.2,12:17 PM
Auburn,Washington,United States,2.1,12:17 PM
Glendale,California,United States,2.1,12:17 PM
New Alexandria,Pennsylvania,United States,2.1,12:17 PM
Wardsville,Missouri,United States,2.1,12:17 PM
Warren,Michigan,United States,2.1,12:17 PM
Garland,Texas,United States,2.1,12:17 PM
Roseville,Minnesota,United States,2.1,12:17 PM
Stonington,Connecticut,United States,2.1,12:17 PM
Spokane,Washington,United States,2.1,12:17 PM
Detroit,Michigan,United States,2.0,12:17 PM
St. Louis,Missouri,United States,2.0,12:17 PM
Seattle,Washington,United States,1.9,12:17 PM
Columbia,Maryland,United States,1.9,12:17 PM
Houston,Texas,United States,1.9,12:17 PM
Henderson,Nevada,United States,1.9,12:17 PM
Los Angeles,California,United States,1.8,12:17 PM
Sheridan,Oregon,United States,1.8,12:17 PM
Boston,Massachusetts,United States,1.7,12:17 PM
Royal Oak,Michigan,United States,1.6,12:17 PM
Oakland,California,United States,1.6,12:17 PM
South San Francisco,California,United States,1.6,12:17 PM
West Mayfield,Pennsylvania,United States,1.6,12:17 PM
El Segundo,California,United States,1.6,12:17 PM
Bowling Green,Kentucky,United States,1.6,12:17 PM
Mableton,Georgia,United States,1.6,12:17 PM
Grand Rapids,Michigan,United States,1.6,12:17 PM
Asheville,North Carolina,United States,1.6,12:17 PM
Centertown,Missouri,United States,1.6,12:17 PM
Tysons Corner,Virginia,United States,1.6,12:17 PM
Hesperia,California,United States,1.6,12:17 PM
Knoxville,Tennessee,United States,1.6,12:17 PM
Newport Beach,California,United States,1.6,12:17 PM
East Palo Alto,California,United States,1.6,12:17 PM
Gates-North Gates,New York,United States,1.6,12:17 PM
Spring Valley,Nevada,United States,1.6,12:17 PM
Washington,District of Columbia,United States,1.6,12:17 PM
Bethesda,Maryland,United States,1.6,12:17 PM
West Palm Beach,Florida,United States,1.6,12:17 PM
Fresno,California,United States,1.6,12:17 PM
Palm Springs,California,United States,1.6,12:17 PM
Saint Paul,Minnesota,United States,1.6,12:17 PM
Wake Village,Texas,United States,1.6,12:17 PM
Coral Gables,Florida,United States,1.6,12:17 PM
Alcoa,Tennessee,United States,1.6,12:17 PM
Utica,New York,United States,1.6,12:17 PM
Palo Alto,California,United States,1.6,12:17 PM
Sacramento,California,United States,1.6,12:17 PM
Commack,New York,United States,1.6,12:17 PM
Santa Monica,California,United States,1.6,12:17 PM
West Chester,Pennsylvania,United States,1.6,12:17 PM
Falmouth,Massachusetts,United States,1.6,12:17 PM
Danbury,Connecticut,United States,1.6,12:17 PM
Brighton,New York,United States,1.6,12:17 PM
Ann Arbor,Michigan,United States,1.6,12:17 PM
Camarillo,California,United States,1.6,12:17 PM
Egg Harbor Township,New Jersey,United States,1.6,12:17 PM
Santa Barbara,California,United States,1.6,12:17 PM
Tucson,Arizona,United States,1.6,12:17 PM
Newport News,Virginia,United States,1.6,12:17 PM
Madison,Wisconsin,United States,1.6,12:17 PM
Horizon City,Texas,United States,1.6,12:17 PM
San Francisco,California,United States,1.5,12:17 PM
Orlando,Florida,United States,1.4,12:17 PM
Newark,New Jersey,United States,1.4,12:17 PM
Jackson,Mississippi,United States,1.4,12:17 PM
Nashville,Tennessee,United States,1.4,12:17 PM
Oklahoma City,Oklahoma,United States,1.3,12:17 PM
El Paso,Texas,United States,1.3,12:17 PM
Dallas,Texas,United States,1.3,12:17 PM
Quincy,Massachusetts,United States,1.3,12:17 PM
Portland,Oregon,United States,1.3,12:17 PM
Anchorage,Alaska,United States,1.3,12:17 PM
Denver,Colorado,United States,1.3,12:17 PM
Philadelphia,Pennsylvania,United States,1.2,12:17 PM
New York,New York,United States,1.2,12:17 PM
Chicago,Illinois,United States,1.2,12:17 PM
Cincinnati,Ohio,United States,1.2,12:17 PM
Pittsburgh,Pennsylvania,United States,1.1,12:17 PM
Kansas City,Missouri,United States,1.1,12:17 PM
King of Prussia,Pennsylvania,United States,1.0,12:17 PM
North Bethesda,Maryland,United States,1.0,12:17 PM
Cleveland,Ohio,United States,1.0,12:17 PM
Centreville,Virginia,United States,1.0,12:17 PM
Virginia Beach,Virginia,United States,1.0,12:17 PM
Gresham Park,Georgia,United States,1.0,12:17 PM
Tuttle,Oklahoma,United States,1.0,12:17 PM
Pittsfield Charter Township,Michigan,United States,1.0,12:17 PM
Arlington,Virginia,United States,1.0,12:17 PM
Chantilly,Virginia,United States,1.0,12:17 PM
Greenwich,Connecticut,United States,1.0,12:17 PM
San Mateo,California,United States,1.0,12:17 PM
Providence,Rhode Island,United States,1.0,12:17 PM
Chino,California,United States,1.0,12:17 PM
Sanford,Florida,United States,1.0,12:17 PM
White Plains,New York,United States,1.0,12:17 PM
Larkspur,California,United States,1.0,12:17 PM
Menifee,California,United States,1.0,12:17 PM
Duluth,Georgia,United States,1.0,12:17 PM
Jacksonville,North Carolina,United States,1.0,12:17 PM
Charlotte,North Carolina,United States,1.0,12:17 PM
Atlanta,Georgia,United States,1.0,12:17 PM
Fort Worth,Texas,United States,1.0,12:17 PM
Indianapolis,Indiana,United States,1.0,12:17 PM
Altamonte Springs,Florida,United States,1.0,12:17 PM
Hialeah,Florida,United States,0.9,12:17 PM
Plano,Texas,United States,0.9,12:17 PM
Honolulu,Hawaii,United States,0.9,12:17 PM
Las Vegas,Nevada,United States,0.9,12:17 PM
Miami,Florida,United States,0.9,12:17 PM
Minneapolis,Minnesota,United States,0.9,12:17 PM
Raleigh,North Carolina,United States,0.9,12:17 PM
Phoenix,Arizona,United States,0.8,12:17 PM
Baltimore,Maryland,United States,0.8,12:17 PM
San Antonio,Texas,United States,0.8,12:17 PM
Carrollton,Texas,United States,0.8,12:17 PM
Eau Claire,Wisconsin,United States,0.8,12:17 PM
Eugene,Oregon,United States,0.8,12:17 PM
Grantley,Pennsylvania,United States,0.8,12:17 PM
Paradise,Nevada,United States,0.8,12:17 PM
Pomona,California,United States,0.8,12:17 PM
Huntsville,Alabama,United States,0.8,12:17 PM
McAllen,Texas,United States,0.8,12:17 PM
Superior,Colorado,United States,0.8,12:17 PM
Baton Rouge,Louisiana,United States,0.8,12:17 PM
De Pere,Wisconsin,United States,0.8,12:17 PM
Golden Valley,Minnesota,United States,0.8,12:17 PM
San Jose,California,United States,0.7,12:17 PM
Irvine,California,United States,0.7,12:17 PM
San Diego,California,United States,0.7,12:17 PM
Bismarck,North Dakota,United States,0.6,12:17 PM
Ontario,California,United States,0.6,12:17 PM
Myrtle Beach,South Carolina,United States,0.6,12:17 PM
Fort Lauderdale,Florida,United States,0.6,12:17 PM
Evansville,Indiana,United States,0.6,12:17 PM
Richmond,Virginia,United States,0.6,12:17 PM
Davie,Florida,United States,0.5,12:17 PM
Cambridge,Massachusetts,United States,0.5,12:17 PM
Toledo,Ohio,United States,0.5,12:17 PM
Jacksonville,Florida,United States,0.5,12:17 PM
Jersey City,New Jersey,United States,0.4,12:17 PM
Tempe,Arizona,United States,0.4,12:17 PM
East Syracuse,New York,United States,0.4,12:17 PM
Tampa,Florida,United States,0.4,12:17 PM
Rochester,New York,United States,0.3,12:17 PM
Memphis,Tennessee,United States,0.3,12:17 PM
Glendale,California,United States,9.4,12:18 PM
Conroe,Texas,United States,9.4,12:18 PM
Howell,New Jersey,United States,9.4,12:18 PM
Trussville,Alabama,United States,6.3,12:18 PM
Cerritos,California,United States,6.3,12:18 PM
Urbandale,Iowa,United States,6.3,12:18 PM
Farmers Branch,Texas,United States,6.3,12:18 PM
Oakland Park,Florida,United States,6.3,12:18 PM
Centertown,Missouri,United States,6.3,12:18 PM
Smyrna,Georgia,United States,6.3,12:18 PM
Sandwich,Massachusetts,United States,6.3,12:18 PM
San Mateo,California,United States,6.3,12:18 PM
Dayton,Ohio,United States,6.3,12:18 PM
Morganton,North Carolina,United States,6.3,12:18 PM
Stonington,Connecticut,United States,6.3,12:18 PM
Medina,Ohio,United States,6.3,12:18 PM
Pleasanton,California,United States,6.3,12:18 PM
Milford,Connecticut,United States,6.3,12:18 PM
St. George,Utah,United States,6.3,12:18 PM
Eagan,Minnesota,United States,6.3,12:18 PM
Coalville,Utah,United States,6.3,12:18 PM
Kirkland,Washington,United States,6.3,12:18 PM
Tewksbury,Massachusetts,United States,6.3,12:18 PM
Wapwallopen,Pennsylvania,United States,5.2,12:18 PM
Mountain View,California,United States,5.2,12:18 PM
Mount Laurel,New Jersey,United States,4.7,12:18 PM
Chapmansboro,Tennessee,United States,4.7,12:18 PM
Alpharetta,Georgia,United States,4.7,12:18 PM
Springfield,Missouri,United States,4.2,12:18 PM
Irvine,California,United States,3.9,12:18 PM
Bel Air South,Maryland,United States,3.1,12:18 PM
University Heights,Ohio,United States,3.1,12:18 PM
Manteca,California,United States,3.1,12:18 PM
Morro Bay,California,United States,3.1,12:18 PM
Douglasville,Georgia,United States,3.1,12:18 PM
Harrisburg,Pennsylvania,United States,3.1,12:18 PM
Aloha,Oregon,United States,3.1,12:18 PM
Camdenton,Missouri,United States,3.1,12:18 PM
Euclid,Ohio,United States,3.1,12:18 PM
Redford Charter Township,Michigan,United States,3.1,12:18 PM
Sedalia,Missouri,United States,3.1,12:18 PM
Monterey,California,United States,3.1,12:18 PM
Scranton,Pennsylvania,United States,3.1,12:18 PM
Virginia Beach,Virginia,United States,3.1,12:18 PM
Cypress,California,United States,3.1,12:18 PM
Greer,South Carolina,United States,3.1,12:18 PM
Upland,California,United States,3.1,12:18 PM
University Park,New Mexico,United States,3.1,12:18 PM
West Lafayette,Indiana,United States,3.1,12:18 PM
Waycross,Georgia,United States,3.1,12:18 PM
Pontiac,Michigan,United States,3.1,12:18 PM
Chino,California,United States,3.1,12:18 PM
The Dalles,Oregon,United States,3.1,12:18 PM
Carmel,Indiana,United States,3.1,12:18 PM
Farmington Hills,Michigan,United States,3.1,12:18 PM
Edison,New Jersey,United States,3.1,12:18 PM
Lake Worth,Florida,United States,3.1,12:18 PM
Lancaster,New York,United States,3.1,12:18 PM
Everett,Washington,United States,3.1,12:18 PM
Amarillo,Texas,United States,3.1,12:18 PM
East Palo Alto,California,United States,3.1,12:18 PM
Goshen,California,United States,3.1,12:18 PM
Glendale,Arizona,United States,3.1,12:18 PM
Manchester,New Hampshire,United States,3.1,12:18 PM
North Fort Myers,Florida,United States,3.1,12:18 PM
Winter Garden,Florida,United States,3.1,12:18 PM
St. Cloud,Florida,United States,3.1,12:18 PM
Carrboro,North Carolina,United States,3.1,12:18 PM
Green Bay,Wisconsin,United States,3.1,12:18 PM
Acworth,Georgia,United States,3.1,12:18 PM
Tequesta,Florida,United States,3.1,12:18 PM
Roanoke,Texas,United States,3.1,12:18 PM
Iowa City,Iowa,United States,3.1,12:18 PM
Creve Coeur,Missouri,United States,3.1,12:18 PM
Bend,Oregon,United States,3.1,12:18 PM
Bethesda,Maryland,United States,3.1,12:18 PM
Spring Hill,Tennessee,United States,3.1,12:18 PM
Mableton,Georgia,United States,3.1,12:18 PM
Salisbury,North Carolina,United States,3.1,12:18 PM
Monroe,Louisiana,United States,3.1,12:18 PM
Reno,Nevada,United States,3.1,12:18 PM
Palm Coast,Florida,United States,3.1,12:18 PM
Metairie,Louisiana,United States,3.1,12:18 PM
West Hartford,Connecticut,United States,3.1,12:18 PM
Odessa,Texas,United States,3.1,12:18 PM
Durham,North Carolina,United States,3.1,12:18 PM
Attleboro,Massachusetts,United States,3.1,12:18 PM
San Ramon,California,United States,3.1,12:18 PM
Seal Beach,California,United States,3.1,12:18 PM
Crest Hill,Illinois,United States,3.1,12:18 PM
Mason,Ohio,United States,3.1,12:18 PM
Strongsville,Ohio,United States,3.1,12:18 PM
Stevensville,Maryland,United States,3.1,12:18 PM
Northfield,Minnesota,United States,3.1,12:18 PM
Mantua,Virginia,United States,3.1,12:18 PM
Florence,Alabama,United States,3.1,12:18 PM
Waukesha,Wisconsin,United States,3.1,12:18 PM
Topeka,Kansas,United States,3.1,12:18 PM
Endwell,New York,United States,3.1,12:18 PM
Johnstown,Pennsylvania,United States,3.1,12:18 PM
San Gabriel,California,United States,3.1,12:18 PM
Pasadena,California,United States,3.1,12:18 PM
Methuen,Massachusetts,United States,3.1,12:18 PM
Green,Ohio,United States,3.1,12:18 PM
Cotati,California,United States,3.1,12:18 PM
Commerce City,Colorado,United States,3.1,12:18 PM
